count,0
1,14759476.0
2,1597415.0
3,442619.0
4,174868.0
5,84570.0
6,45397.0
7,26545.0
8,16718.0
9,11031.0
10,7604.0
11,5358.0
12,3882.0
13,3072.0
14,2289.0
15,1661.0
16,1366.0
17,1111.0
18,933.0
19,702.0
21,493.0
22,439.0
23,428.0
24,333.0
25,257.0
31,132.0
33,97.0
35,81.0
41,50.0
